161106  1:45:33	  284 Query	SELECT  `spree_preferences`.* FROM `spree_preferences` WHERE `spree_preferences`.`key` = 'spree/frontend_configuration/locale' LIMIT 1
		  284 Query	SELECT `spree_assets`.* FROM `spree_assets` INNER JOIN `spree_variants` ON `spree_assets`.`viewable_id` = `spree_variants`.`id` WHERE `spree_variants`.`deleted_at` IS NULL AND `spree_assets`.`type` IN ('Spree::Image') AND `spree_variants`.`product_id` = 17 AND `spree_assets`.`viewable_type` = 'Spree::Variant' AND `spree_assets`.`type` IN ('Spree::Image') AND `spree_assets`.`type` IN ('Spree::Image')  ORDER BY `spree_assets`.`position` ASC, `spree_variants`.position ASC
		  284 Query	SELECT COUNT(*) FROM `spree_product_properties` WHERE `spree_product_properties`.`product_id` = 17
		  284 Query	SELECT `spree_variants`.* FROM `spree_variants` INNER JOIN `spree_prices` ON `spree_prices`.`variant_id` = `spree_variants`.`id` AND `spree_prices`.`deleted_at` IS NULL WHERE `spree_variants`.`deleted_at` IS NULL AND `spree_variants`.`product_id` = 17 AND `spree_variants`.`is_master` = 0 AND `spree_variants`.`deleted_at` IS NULL AND `spree_prices`.`currency` = 'USD' AND (spree_prices.amount IS NOT NULL)  ORDER BY `spree_variants`.position ASC
		  284 Query	SELECT `spree_prices`.* FROM `spree_prices` WHERE `spree_prices`.`deleted_at` IS NULL AND `spree_prices`.`variant_id` = 27
		  284 Query	SELECT  `spree_prices`.* FROM `spree_prices` WHERE `spree_prices`.`variant_id` = 27 AND `spree_prices`.`currency` = 'USD' LIMIT 1
		  284 Query	SELECT SUM(`spree_stock_items`.`count_on_hand`) FROM `spree_stock_items` INNER JOIN `spree_stock_locations` ON `spree_stock_locations`.`id` = `spree_stock_items`.`stock_location_id` WHERE `spree_stock_items`.`deleted_at` IS NULL AND `spree_stock_items`.`variant_id` = 27 AND `spree_stock_locations`.`active` = 1
		  284 Query	SELECT `spree_taxons`.* FROM `spree_taxons` INNER JOIN `spree_products_taxons` ON `spree_taxons`.`id` = `spree_products_taxons`.`taxon_id` WHERE `spree_products_taxons`.`product_id` = 17
161106  1:45:34	  284 Query	SELECT  `spree_trackers`.* FROM `spree_trackers` WHERE `spree_trackers`.`active` = 1  ORDER BY `spree_trackers`.`id` ASC LIMIT 1
		  284 Query	SELECT MAX(`spree_taxons`.`updated_at`) FROM `spree_taxons` WHERE `spree_taxons`.`parent_id` IS NULL
		  284 Query	SELECT `spree_taxons`.* FROM `spree_taxons` WHERE `spree_taxons`.`parent_id` IS NULL  ORDER BY `spree_taxons`.`lft`
		  284 Query	SELECT  `spree_preferences`.* FROM `spree_preferences` WHERE `spree_preferences`.`key` = 'spree/frontend_configuration/locale' LIMIT 1
		  284 Query	SELECT  `spree_stores`.* FROM `spree_stores` WHERE (url like '%localhost%')  ORDER BY `spree_stores`.`id` ASC LIMIT 1
		  284 Query	SELECT  `spree_stores`.* FROM `spree_stores` WHERE `spree_stores`.`default` = 1  ORDER BY `spree_stores`.`id` ASC LIMIT 1
		  284 Query	SELECT  `spree_users`.* FROM `spree_users` WHERE `spree_users`.`deleted_at` IS NULL AND `spree_users`.`id` = 2  ORDER BY `spree_users`.`id` ASC LIMIT 1
		  284 Query	SELECT  `spree_orders`.* FROM `spree_orders` WHERE `spree_orders`.`completed_at` IS NULL AND `spree_orders`.`currency` = 'USD' AND `spree_orders`.`guest_token` = '2oWYCSWLu0CX2vPriQO5VA1478425410433' AND `spree_orders`.`store_id` = 1 AND `spree_orders`.`user_id` = 2 LIMIT 1
		  284 Query	SELECT  `spree_orders`.* FROM `spree_orders` WHERE `spree_orders`.`user_id` = 2 AND `spree_orders`.`completed_at` IS NULL  ORDER BY created_at DESC LIMIT 1
161106  1:45:54	  284 Query	SELECT  `spree_preferences`.* FROM `spree_preferences` WHERE `spree_preferences`.`key` = 'spree/frontend_configuration/locale' LIMIT 1
		  284 Query	SELECT  `spree_users`.* FROM `spree_users` WHERE `spree_users`.`deleted_at` IS NULL AND `spree_users`.`id` = 2  ORDER BY `spree_users`.`id` ASC LIMIT 1
		  284 Query	SELECT  `spree_stores`.* FROM `spree_stores` WHERE (url like '%localhost%')  ORDER BY `spree_stores`.`id` ASC LIMIT 1
		  284 Query	SELECT  `spree_stores`.* FROM `spree_stores` WHERE `spree_stores`.`default` = 1  ORDER BY `spree_stores`.`id` ASC LIMIT 1
		  284 Query	SELECT  `spree_orders`.* FROM `spree_orders` WHERE `spree_orders`.`completed_at` IS NULL AND `spree_orders`.`currency` = 'USD' AND `spree_orders`.`guest_token` = '2oWYCSWLu0CX2vPriQO5VA1478425410433' AND `spree_orders`.`store_id` = 1 AND `spree_orders`.`user_id` = 2 LIMIT 1
		  284 Query	SELECT  `spree_orders`.* FROM `spree_orders` WHERE `spree_orders`.`user_id` = 2 AND `spree_orders`.`completed_at` IS NULL  ORDER BY created_at DESC LIMIT 1
		  284 Query	SELECT  `spree_orders`.* FROM `spree_orders` WHERE `spree_orders`.`number` IS NULL LIMIT 1
		  284 Query	SELECT COUNT(*) FROM `spree_roles` INNER JOIN `spree_roles_users` ON `spree_roles`.`id` = `spree_roles_users`.`role_id` WHERE `spree_roles_users`.`user_id` = 2 AND `spree_roles`.`name` = 'admin'
		  284 Query	SELECT  `spree_users`.* FROM `spree_users` WHERE `spree_users`.`deleted_at` IS NULL AND `spree_users`.`id` = 2 LIMIT 1
		  284 Query	BEGIN
		  284 Query	SELECT  1 AS one FROM `spree_orders` WHERE `spree_orders`.`number` = 'R356780053' LIMIT 1
		  284 Query	SELECT  1 AS one FROM `spree_orders` WHERE `spree_orders`.`number` = BINARY 'R356780053' LIMIT 1
		  284 Query	INSERT INTO `spree_orders` (`currency`, `guest_token`, `store_id`, `user_id`, `state`, `created_by_id`, `number`, `created_at`, `updated_at`, `email`) VALUES ('USD', '2oWYCSWLu0CX2vPriQO5VA1478425410433', 1, 2, 'cart', 2, 'R356780053', '2016-11-06 09:45:54', '2016-11-06 09:45:54', 'dbtestfds@gmail.com')
		  284 Query	COMMIT
		  284 Query	SELECT  `spree_variants`.* FROM `spree_variants` WHERE `spree_variants`.`deleted_at` IS NULL AND `spree_variants`.`id` = 27 LIMIT 1
		  284 Query	SELECT `spree_line_items`.* FROM `spree_line_items` WHERE `spree_line_items`.`order_id` = 37  ORDER BY spree_line_items.created_at ASC
		  284 Query	SELECT `spree_prices`.* FROM `spree_prices` WHERE `spree_prices`.`deleted_at` IS NULL AND `spree_prices`.`variant_id` = 27
		  284 Query	BEGIN
		  284 Query	SELECT  `spree_products`.* FROM `spree_products` WHERE `spree_products`.`id` = 17 LIMIT 1
		  284 Query	SELECT  `spree_tax_categories`.* FROM `spree_tax_categories` WHERE `spree_tax_categories`.`deleted_at` IS NULL AND `spree_tax_categories`.`is_default` = 1  ORDER BY `spree_tax_categories`.`id` ASC LIMIT 1
		  284 Query	SELECT SUM(`spree_stock_items`.`count_on_hand`) FROM `spree_stock_items` INNER JOIN `spree_stock_locations` ON `spree_stock_locations`.`id` = `spree_stock_items`.`stock_location_id` WHERE `spree_stock_items`.`deleted_at` IS NULL AND `spree_stock_items`.`variant_id` = 27 AND `spree_stock_locations`.`active` = 1
		  284 Query	INSERT INTO `spree_line_items` (`quantity`, `variant_id`, `currency`, `price`, `order_id`, `created_at`, `updated_at`) VALUES (1, 27, 'USD', 31.42, 37, '2016-11-06 09:45:54', '2016-11-06 09:45:54')
		  284 Query	SELECT  `spree_zones`.* FROM `spree_zones` WHERE `spree_zones`.`default_tax` = 1  ORDER BY `spree_zones`.`id` ASC LIMIT 1
		  284 Query	SELECT `spree_adjustments`.* FROM `spree_adjustments` WHERE 1=0 AND `spree_adjustments`.`source_type` = 'Spree::TaxRate'
		  284 Query	SELECT `spree_adjustments`.* FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 38 AND `spree_adjustments`.`adjustable_type` = 'Spree::LineItem' AND `spree_adjustments`.`source_type` = 'Spree::TaxRate'
		  284 Query	UPDATE `spree_orders` SET `spree_orders`.`updated_at` = '2016-11-06 09:45:54' WHERE `spree_orders`.`id` = 37
		  284 Query	SELECT `spree_payments`.* FROM `spree_payments` WHERE `spree_payments`.`order_id` = 37 AND (`spree_payments`.`state` NOT IN ('failed', 'invalid'))  ORDER BY spree_payments.created_at
		  284 Query	SELECT `spree_adjustments`.* FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 38 AND `spree_adjustments`.`adjustable_type` = 'Spree::LineItem' AND `spree_adjustments`.`source_type` = 'Spree::PromotionAction'
		  284 Query	SELECT  `spree_adjustments`.* FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 38 AND `spree_adjustments`.`adjustable_type` = 'Spree::LineItem' AND `spree_adjustments`.`source_type` = 'Spree::PromotionAction' AND `spree_adjustments`.`eligible` = 1  ORDER BY amount ASC, created_at DESC, id DESC LIMIT 1
		  284 Query	SELECT `spree_adjustments`.* FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 38 AND `spree_adjustments`.`adjustable_type` = 'Spree::LineItem' AND `spree_adjustments`.`source_type` = 'Spree::TaxRate' AND `spree_adjustments`.`included` = 1
		  284 Query	SELECT `spree_adjustments`.* FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 38 AND `spree_adjustments`.`adjustable_type` = 'Spree::LineItem' AND `spree_adjustments`.`source_type` = 'Spree::TaxRate' AND `spree_adjustments`.`included` = 0
		  284 Query	UPDATE `spree_line_items` SET `spree_line_items`.`promo_total` = 0.0, `spree_line_items`.`included_tax_total` = 0, `spree_line_items`.`additional_tax_total` = 0, `spree_line_items`.`adjustment_total` = 0.0, `spree_line_items`.`updated_at` = '2016-11-06 09:45:54' WHERE `spree_line_items`.`id` = 38
		  284 Query	SELECT  `spree_zones`.* FROM `spree_zones` WHERE `spree_zones`.`default_tax` = 1  ORDER BY `spree_zones`.`id` ASC LIMIT 1
		  284 Query	SELECT `spree_adjustments`.* FROM `spree_adjustments` WHERE 1=0 AND `spree_adjustments`.`source_type` = 'Spree::TaxRate'
		  284 Query	SELECT `spree_adjustments`.* FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 38 AND `spree_adjustments`.`adjustable_type` = 'Spree::LineItem' AND `spree_adjustments`.`source_type` = 'Spree::TaxRate'
		  284 Query	COMMIT
		  284 Query	SELECT SUM(`spree_line_items`.`quantity`) FROM `spree_line_items` WHERE `spree_line_items`.`order_id` = 37
		  284 Query	SELECT `spree_payments`.* FROM `spree_payments` WHERE `spree_payments`.`order_id` = 37 AND `spree_payments`.`state` = 'completed'  ORDER BY spree_payments.created_at
		  284 Query	SELECT SUM(price * quantity) FROM `spree_line_items` WHERE `spree_line_items`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_shipments`.`cost`) FROM `spree_shipments` WHERE `spree_shipments`.`order_id` = 37
		  284 Query	SELECT `spree_adjustments`.* FROM `spree_adjustments` WHERE `spree_adjustments`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_line_items`.`adjustment_total`) FROM `spree_line_items` WHERE `spree_line_items`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_shipments`.`adjustment_total`) FROM `spree_shipments` WHERE `spree_shipments`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_adjustments`.`amount`) FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 37 AND `spree_adjustments`.`adjustable_type` = 'Spree::Order' AND `spree_adjustments`.`eligible` = 1
		  284 Query	SELECT SUM(`spree_line_items`.`included_tax_total`) FROM `spree_line_items` WHERE `spree_line_items`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_shipments`.`included_tax_total`) FROM `spree_shipments` WHERE `spree_shipments`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_line_items`.`additional_tax_total`) FROM `spree_line_items` WHERE `spree_line_items`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_shipments`.`additional_tax_total`) FROM `spree_shipments` WHERE `spree_shipments`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_line_items`.`promo_total`) FROM `spree_line_items` WHERE `spree_line_items`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_shipments`.`promo_total`) FROM `spree_shipments` WHERE `spree_shipments`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_adjustments`.`amount`) FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 37 AND `spree_adjustments`.`adjustable_type` = 'Spree::Order' AND `spree_adjustments`.`source_type` = 'Spree::PromotionAction' AND `spree_adjustments`.`eligible` = 1
		  284 Query	UPDATE `spree_orders` SET `spree_orders`.`payment_state` = NULL, `spree_orders`.`shipment_state` = NULL, `spree_orders`.`item_total` = 31.42, `spree_orders`.`item_count` = 1, `spree_orders`.`adjustment_total` = 0.0, `spree_orders`.`included_tax_total` = 0.0, `spree_orders`.`additional_tax_total` = 0.0, `spree_orders`.`payment_total` = 0.0, `spree_orders`.`shipment_total` = 0.0, `spree_orders`.`promo_total` = 0.0, `spree_orders`.`total` = 31.42, `spree_orders`.`updated_at` = '2016-11-06 09:45:54' WHERE `spree_orders`.`id` = 37
		  284 Query	SELECT  1 AS one FROM `spree_shipments` WHERE `spree_shipments`.`order_id` = 37 LIMIT 1
		  284 Query	SELECT * FROM ( SELECT `spree_promotions`.* FROM `spree_promotions` INNER JOIN `spree_orders_promotions` ON `spree_promotions`.`id` = `spree_orders_promotions`.`promotion_id` WHERE `spree_orders_promotions`.`order_id` = 37 AND (spree_promotions.starts_at IS NULL OR spree_promotions.starts_at < '2016-11-06 09:45:54.657946') AND (spree_promotions.expires_at IS NULL OR spree_promotions.expires_at > '2016-11-06 09:45:54.658384') UNION SELECT `spree_promotions`.* FROM `spree_promotions` WHERE (spree_promotions.starts_at IS NULL OR spree_promotions.starts_at < '2016-11-06 09:45:54.658579') AND (spree_promotions.expires_at IS NULL OR spree_promotions.expires_at > '2016-11-06 09:45:54.658768') AND `spree_promotions`.`code` IS NULL AND `spree_promotions`.`path` IS NULL ) `spree_promotions`
		  284 Query	SELECT `spree_adjustments`.* FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 38 AND `spree_adjustments`.`adjustable_type` = 'Spree::LineItem' AND `spree_adjustments`.`source_type` = 'Spree::PromotionAction'
		  284 Query	SELECT  `spree_adjustments`.* FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 38 AND `spree_adjustments`.`adjustable_type` = 'Spree::LineItem' AND `spree_adjustments`.`source_type` = 'Spree::PromotionAction' AND `spree_adjustments`.`eligible` = 1  ORDER BY amount ASC, created_at DESC, id DESC LIMIT 1
		  284 Query	SELECT `spree_adjustments`.* FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 38 AND `spree_adjustments`.`adjustable_type` = 'Spree::LineItem' AND `spree_adjustments`.`source_type` = 'Spree::TaxRate' AND `spree_adjustments`.`included` = 1
		  284 Query	SELECT `spree_adjustments`.* FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 38 AND `spree_adjustments`.`adjustable_type` = 'Spree::LineItem' AND `spree_adjustments`.`source_type` = 'Spree::TaxRate' AND `spree_adjustments`.`included` = 0
		  284 Query	UPDATE `spree_line_items` SET `spree_line_items`.`promo_total` = 0.0, `spree_line_items`.`included_tax_total` = 0, `spree_line_items`.`additional_tax_total` = 0, `spree_line_items`.`adjustment_total` = 0.0, `spree_line_items`.`updated_at` = '2016-11-06 09:45:54' WHERE `spree_line_items`.`id` = 38
		  284 Query	SELECT  `spree_zones`.* FROM `spree_zones` WHERE `spree_zones`.`default_tax` = 1  ORDER BY `spree_zones`.`id` ASC LIMIT 1
		  284 Query	SELECT `spree_adjustments`.* FROM `spree_adjustments` WHERE 1=0 AND `spree_adjustments`.`source_type` = 'Spree::TaxRate'
		  284 Query	SELECT `spree_adjustments`.* FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 38 AND `spree_adjustments`.`adjustable_type` = 'Spree::LineItem' AND `spree_adjustments`.`source_type` = 'Spree::TaxRate'
		  284 Query	SELECT SUM(`spree_line_items`.`quantity`) FROM `spree_line_items` WHERE `spree_line_items`.`order_id` = 37
		  284 Query	SELECT `spree_payments`.* FROM `spree_payments` WHERE `spree_payments`.`order_id` = 37 AND `spree_payments`.`state` = 'completed'  ORDER BY spree_payments.created_at
		  284 Query	SELECT SUM(price * quantity) FROM `spree_line_items` WHERE `spree_line_items`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_shipments`.`cost`) FROM `spree_shipments` WHERE `spree_shipments`.`order_id` = 37
		  284 Query	SELECT `spree_adjustments`.* FROM `spree_adjustments` WHERE `spree_adjustments`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_line_items`.`adjustment_total`) FROM `spree_line_items` WHERE `spree_line_items`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_shipments`.`adjustment_total`) FROM `spree_shipments` WHERE `spree_shipments`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_adjustments`.`amount`) FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 37 AND `spree_adjustments`.`adjustable_type` = 'Spree::Order' AND `spree_adjustments`.`eligible` = 1
		  284 Query	SELECT SUM(`spree_line_items`.`included_tax_total`) FROM `spree_line_items` WHERE `spree_line_items`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_shipments`.`included_tax_total`) FROM `spree_shipments` WHERE `spree_shipments`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_line_items`.`additional_tax_total`) FROM `spree_line_items` WHERE `spree_line_items`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_shipments`.`additional_tax_total`) FROM `spree_shipments` WHERE `spree_shipments`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_line_items`.`promo_total`) FROM `spree_line_items` WHERE `spree_line_items`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_shipments`.`promo_total`) FROM `spree_shipments` WHERE `spree_shipments`.`order_id` = 37
		  284 Query	SELECT SUM(`spree_adjustments`.`amount`) FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 37 AND `spree_adjustments`.`adjustable_type` = 'Spree::Order' AND `spree_adjustments`.`source_type` = 'Spree::PromotionAction' AND `spree_adjustments`.`eligible` = 1
		  284 Query	UPDATE `spree_orders` SET `spree_orders`.`payment_state` = NULL, `spree_orders`.`shipment_state` = NULL, `spree_orders`.`item_total` = 31.42, `spree_orders`.`item_count` = 1, `spree_orders`.`adjustment_total` = 0.0, `spree_orders`.`included_tax_total` = 0.0, `spree_orders`.`additional_tax_total` = 0.0, `spree_orders`.`payment_total` = 0.0, `spree_orders`.`shipment_total` = 0.0, `spree_orders`.`promo_total` = 0.0, `spree_orders`.`total` = 31.42, `spree_orders`.`updated_at` = '2016-11-06 09:45:54' WHERE `spree_orders`.`id` = 37
		  284 Query	SELECT  `spree_preferences`.* FROM `spree_preferences` WHERE `spree_preferences`.`key` = 'spree/frontend_configuration/locale' LIMIT 1
		  284 Query	SELECT  `spree_users`.* FROM `spree_users` WHERE `spree_users`.`deleted_at` IS NULL AND `spree_users`.`id` = 2  ORDER BY `spree_users`.`id` ASC LIMIT 1
		  284 Query	SELECT  `spree_stores`.* FROM `spree_stores` WHERE (url like '%localhost%')  ORDER BY `spree_stores`.`id` ASC LIMIT 1
		  284 Query	SELECT  `spree_stores`.* FROM `spree_stores` WHERE `spree_stores`.`default` = 1  ORDER BY `spree_stores`.`id` ASC LIMIT 1
		  284 Query	SELECT  `spree_orders`.* FROM `spree_orders` WHERE `spree_orders`.`completed_at` IS NULL AND `spree_orders`.`currency` = 'USD' AND `spree_orders`.`guest_token` = '2oWYCSWLu0CX2vPriQO5VA1478425410433' AND `spree_orders`.`store_id` = 1 AND `spree_orders`.`user_id` = 2 LIMIT 1
		  284 Query	SELECT `spree_adjustments`.* FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_type` = 'Spree::Order' AND `spree_adjustments`.`adjustable_id` IN (37)  ORDER BY spree_adjustments.created_at ASC
		  284 Query	SELECT `spree_orders`.* FROM `spree_orders` WHERE `spree_orders`.`user_id` = 2 AND `spree_orders`.`completed_at` IS NULL AND (id != 37)
		  284 Query	SELECT  `spree_orders`.* FROM `spree_orders` WHERE `spree_orders`.`number` IS NULL LIMIT 1
		  284 Query	SELECT COUNT(*) FROM `spree_roles` INNER JOIN `spree_roles_users` ON `spree_roles`.`id` = `spree_roles_users`.`role_id` WHERE `spree_roles_users`.`user_id` = 2 AND `spree_roles`.`name` = 'admin'
		  284 Query	SELECT  `spree_users`.* FROM `spree_users` WHERE `spree_users`.`deleted_at` IS NULL AND `spree_users`.`id` = 2 LIMIT 1
		  284 Query	SELECT  1 AS one FROM `spree_line_items` WHERE `spree_line_items`.`order_id` = 37 LIMIT 1
161106  1:45:55	  284 Query	SELECT `spree_line_items`.* FROM `spree_line_items` WHERE `spree_line_items`.`order_id` = 37  ORDER BY spree_line_items.created_at ASC
		  284 Query	SELECT  `spree_variants`.* FROM `spree_variants` WHERE `spree_variants`.`id` = 27 LIMIT 1
		  284 Query	SELECT `spree_assets`.* FROM `spree_assets` WHERE `spree_assets`.`type` IN ('Spree::Image') AND `spree_assets`.`viewable_id` = 27 AND `spree_assets`.`viewable_type` = 'Spree::Variant' AND `spree_assets`.`type` IN ('Spree::Image')  ORDER BY `spree_assets`.`position` ASC
		  284 Query	SELECT  `spree_products`.* FROM `spree_products` WHERE `spree_products`.`id` = 17 LIMIT 1
		  284 Query	SELECT  `spree_variants`.* FROM `spree_variants` WHERE `spree_variants`.`deleted_at` IS NULL AND `spree_variants`.`product_id` = 17 AND `spree_variants`.`is_master` = 1 LIMIT 1
		  284 Query	SELECT  1 AS one FROM `spree_assets` WHERE `spree_assets`.`type` IN ('Spree::Image') AND `spree_assets`.`viewable_id` = 27 AND `spree_assets`.`viewable_type` = 'Spree::Variant' AND `spree_assets`.`type` IN ('Spree::Image') LIMIT 1
		  284 Query	SELECT  1 AS one FROM `spree_assets` INNER JOIN `spree_variants` ON `spree_assets`.`viewable_id` = `spree_variants`.`id` WHERE `spree_variants`.`deleted_at` IS NULL AND `spree_assets`.`type` IN ('Spree::Image') AND `spree_variants`.`product_id` = 17 AND `spree_assets`.`viewable_type` = 'Spree::Variant' AND `spree_assets`.`type` IN ('Spree::Image') AND `spree_assets`.`type` IN ('Spree::Image') LIMIT 1
		  284 Query	SELECT `spree_option_values`.* FROM `spree_option_values` INNER JOIN `spree_option_values_variants` ON `spree_option_values`.`id` = `spree_option_values_variants`.`option_value_id` WHERE `spree_option_values_variants`.`variant_id` = 27
		  284 Query	SELECT SUM(`spree_stock_items`.`count_on_hand`) FROM `spree_stock_items` INNER JOIN `spree_stock_locations` ON `spree_stock_locations`.`id` = `spree_stock_items`.`stock_location_id` WHERE `spree_stock_items`.`deleted_at` IS NULL AND `spree_stock_items`.`variant_id` = 27 AND `spree_stock_locations`.`active` = 1
		  284 Query	SELECT  1 AS one FROM `spree_adjustments` WHERE `spree_adjustments`.`adjustable_id` = 37 AND `spree_adjustments`.`adjustable_type` = 'Spree::Order' AND (`spree_adjustments`.amount != 0) LIMIT 1
		  284 Query	SELECT  1 AS one FROM `spree_adjustments` INNER JOIN `spree_line_items` ON `spree_adjustments`.`adjustable_id` = `spree_line_items`.`id` WHERE `spree_line_items`.`order_id` = 37 AND `spree_adjustments`.`adjustable_type` = 'Spree::LineItem' AND (`spree_adjustments`.amount != 0) LIMIT 1
		  284 Query	SELECT  1 AS one FROM `spree_adjustments` INNER JOIN `spree_shipments` ON `spree_adjustments`.`adjustable_id` = `spree_shipments`.`id` WHERE `spree_shipments`.`order_id` = 37 AND `spree_adjustments`.`adjustable_type` = 'Spree::Shipment' AND (`spree_adjustments`.amount != 0) LIMIT 1
		  284 Query	SELECT  1 AS one FROM `spree_shipments` WHERE `spree_shipments`.`order_id` = 37 LIMIT 1
		  284 Query	SELECT  `spree_trackers`.* FROM `spree_trackers` WHERE `spree_trackers`.`active` = 1  ORDER BY `spree_trackers`.`id` ASC LIMIT 1
